Reporting date,Card Type,Category,Series Description,Sector,Sub-sector, ObservationType , Observation Scale,Value
2019-01,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use - Business Cards,,,Number,Number Units,36474
2019-01,Credit Cards,Number of Accounts,Total Number of Accounts,,,Number,Number Units,1425343
2019-01,Credit Cards,Number of Accounts,Total Number of Accounts - One active card on the account,,,Number,Number Units,1026388
2019-01,Credit Cards,Number of Accounts,Total Number of Accounts - One active card on the account,,,Number,Number Units,279328
2019-01,Credit Cards,Gross Transactions,Total Number of Transactions during the Month,,,Number,Number Units,11673687
2019-01,Credit Cards,Gross Transactions,Total Number of Transactions during the Month - Personal Cards,,,Number,Number Units,10137707
2019-01,Credit Cards,Gross Transactions,Total Number of Transactions during the Month - Business Cards,,,Number,Number Units,1535980
2019-02,All,Gross Transactions,Total Number of POS transactions during the Month on all Cards,,,Number,Number Units,89822974
2019-02,Debit Cards,Cards in Issue,Total Number of Cards in Issue,,,Number,Number Units,5196245
2019-02,Debit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use,,,Number,Number Units,4492398
2019-02,Debit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use,,,Number,Number Units,703847
2019-02,Debit Cards,Gross Transactions,Total Number of transactions during the Month on all Cards,,,Number,Number Units,90399108
2019-02,Debit Cards,Gross Transactions,ATM Transactions,,,Number,Number Units,11566745
2019-02,Debit Cards,Gross Transactions,POS Transactions,,,Number,Number Units,78832363
2019-02,Credit Cards,Cards in Issue,Total Number of Cards in Issue,,,Number,Number Units,1904063
2019-02,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use,,,Number,Number Units,1552634
2019-02,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use,,,Number,Number Units,351429
2019-02,Credit Cards,Cards in Issue,Total Number of Cards in Issue - Personal Cards,,,Number,Number Units,1725308
2019-02,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use - Personal Cards,,,Number,Number Units,1410169
2019-02,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use - Personal Cards,,,Number,Number Units,315139
2019-02,Credit Cards,Cards in Issue,Total Number of Cards in Issue - Business Cards,,,Number,Number Units,178755
2019-02,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use - Business Cards,,,Number,Number Units,142465
2019-02,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use - Business Cards,,,Number,Number Units,36290
2019-02,Credit Cards,Number of Accounts,Total Number of Accounts,,,Number,Number Units,1424600
2019-02,Credit Cards,Number of Accounts,Total Number of Accounts - One active card on the account,,,Number,Number Units,1025788
2019-02,Credit Cards,Number of Accounts,Total Number of Accounts - One active card on the account,,,Number,Number Units,278680
2019-02,Credit Cards,Gross Transactions,Total Number of Transactions during the Month,,,Number,Number Units,10990611
2019-02,Credit Cards,Gross Transactions,Total Number of Transactions during the Month - Personal Cards,,,Number,Number Units,9457782
2019-02,Credit Cards,Gross Transactions,Total Number of Transactions during the Month - Business Cards,,,Number,Number Units,1532829
2019-03,All,Gross Transactions,Total Number of POS transactions during the Month on all Cards,,,Number,Number Units,96767980
2019-03,Debit Cards,Cards in Issue,Total Number of Cards in Issue,,,Number,Number Units,5222516
2019-03,Debit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use,,,Number,Number Units,4509615
2019-03,Debit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use,,,Number,Number Units,712901
2019-03,Debit Cards,Gross Transactions,Total Number of transactions during the Month on all Cards,,,Number,Number Units,97368578
2019-03,Debit Cards,Gross Transactions,ATM Transactions,,,Number,Number Units,12408218
2019-03,Debit Cards,Gross Transactions,POS Transactions,,,Number,Number Units,84960360
2019-03,Credit Cards,Cards in Issue,Total Number of Cards in Issue,,,Number,Number Units,1928361
2019-03,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use,,,Number,Number Units,1567978
2019-03,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use,,,Number,Number Units,360383
2019-03,Credit Cards,Cards in Issue,Total Number of Cards in Issue - Personal Cards,,,Number,Number Units,1727828
2019-03,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use - Personal Cards,,,Number,Number Units,1409333
2019-03,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use - Personal Cards,,,Number,Number Units,318495
2019-03,Credit Cards,Cards in Issue,Total Number of Cards in Issue - Business Cards,,,Number,Number Units,200533
2019-03,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use - Business Cards,,,Number,Number Units,158645
2019-03,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use - Business Cards,,,Number,Number Units,41888
2019-03,Credit Cards,Number of Accounts,Total Number of Accounts,,,Number,Number Units,1433204
2019-03,Credit Cards,Number of Accounts,Total Number of Accounts - One active card on the account,,,Number,Number Units,1034252
2019-03,Credit Cards,Number of Accounts,Total Number of Accounts - One active card on the account,,,Number,Number Units,277838
2019-03,Credit Cards,Gross Transactions,Total Number of Transactions during the Month,,,Number,Number Units,11807620
2019-03,Credit Cards,Gross Transactions,Total Number of Transactions during the Month - Personal Cards,,,Number,Number Units,10102645
2019-03,Credit Cards,Gross Transactions,Total Number of Transactions during the Month - Business Cards,,,Number,Number Units,1704975
2019-04,All,Gross Transactions,Total Number of POS transactions during the Month on all Cards,,,Number,Number Units,106940282
2019-04,Debit Cards,Cards in Issue,Total Number of Cards in Issue,,,Number,Number Units,5250491
2019-04,Debit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use,,,Number,Number Units,4541833
2019-04,Debit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use,,,Number,Number Units,708658
2019-04,Debit Cards,Gross Transactions,Total Number of transactions during the Month on all Cards,,,Number,Number Units,106690177
2019-04,Debit Cards,Gross Transactions,ATM Transactions,,,Number,Number Units,12779649
2019-04,Debit Cards,Gross Transactions,POS Transactions,,,Number,Number Units,93910528
2019-04,Credit Cards,Cards in Issue,Total Number of Cards in Issue,,,Number,Number Units,1929157
2019-04,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use,,,Number,Number Units,1574097
2019-04,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use,,,Number,Number Units,355060
2019-04,Credit Cards,Cards in Issue,Total Number of Cards in Issue - Personal Cards,,,Number,Number Units,1729376
2019-04,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use - Personal Cards,,,Number,Number Units,1415665
2019-04,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use - Personal Cards,,,Number,Number Units,313711
2019-04,Credit Cards,Cards in Issue,Total Number of Cards in Issue - Business Cards,,,Number,Number Units,199781
2019-04,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use - Business Cards,,,Number,Number Units,158432
2019-04,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use - Business Cards,,,Number,Number Units,41349
2019-04,Credit Cards,Number of Accounts,Total Number of Accounts,,,Number,Number Units,1434680
2019-04,Credit Cards,Number of Accounts,Total Number of Accounts - One active card on the account,,,Number,Number Units,1040905
2019-04,Credit Cards,Number of Accounts,Total Number of Accounts - One active card on the account,,,Number,Number Units,276416
2019-04,Credit Cards,Gross Transactions,Total Number of Transactions during the Month,,,Number,Number Units,13029754
2019-04,Credit Cards,Gross Transactions,Total Number of Transactions during the Month - Personal Cards,,,Number,Number Units,11306726
2019-04,Credit Cards,Gross Transactions,Total Number of Transactions during the Month - Business Cards,,,Number,Number Units,1723028
2019-05,All,Gross Transactions,Total Number of POS transactions during the Month on all Cards,,,Number,Number Units,105487114
2019-05,Debit Cards,Cards in Issue,Total Number of Cards in Issue,,,Number,Number Units,5277641
2019-05,Debit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use,,,Number,Number Units,4559249
2019-05,Debit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use,,,Number,Number Units,718392
2019-05,Debit Cards,Gross Transactions,Total Number of transactions during the Month on all Cards,,,Number,Number Units,105606031
2019-05,Debit Cards,Gross Transactions,ATM Transactions,,,Number,Number Units,13183104
2019-05,Debit Cards,Gross Transactions,POS Transactions,,,Number,Number Units,92422927
2019-05,Credit Cards,Cards in Issue,Total Number of Cards in Issue,,,Number,Number Units,1931001
2019-05,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use,,,Number,Number Units,1578607
2019-05,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use,,,Number,Number Units,352394
2019-05,Credit Cards,Cards in Issue,Total Number of Cards in Issue - Personal Cards,,,Number,Number Units,1731767
2019-05,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use - Personal Cards,,,Number,Number Units,1420739
2019-05,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use - Personal Cards,,,Number,Number Units,311028
2019-05,Credit Cards,Cards in Issue,Total Number of Cards in Issue - Business Cards,,,Number,Number Units,199234
2019-05,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use - Business Cards,,,Number,Number Units,157868
2019-05,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use - Business Cards,,,Number,Number Units,41366
2019-05,Credit Cards,Number of Accounts,Total Number of Accounts,,,Number,Number Units,1445352
2019-05,Credit Cards,Number of Accounts,Total Number of Accounts - One active card on the account,,,Number,Number Units,1055006
2019-05,Credit Cards,Number of Accounts,Total Number of Accounts - One active card on the account,,,Number,Number Units,276687
2019-05,Credit Cards,Gross Transactions,Total Number of Transactions during the Month,,,Number,Number Units,13064187
2019-05,Credit Cards,Gross Transactions,Total Number of Transactions during the Month - Personal Cards,,,Number,Number Units,11222882
2019-05,Credit Cards,Gross Transactions,Total Number of Transactions during the Month - Business Cards,,,Number,Number Units,1841305
2019-06,All,Gross Transactions,Total Number of POS transactions during the Month on all Cards,,,Number,Number Units,97988006
2019-06,Debit Cards,Cards in Issue,Total Number of Cards in Issue,,,Number,Number Units,5298600
2019-06,Debit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use,,,Number,Number Units,4561715
2019-06,Debit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use,,,Number,Number Units,736885
2019-06,Debit Cards,Gross Transactions,Total Number of transactions during the Month on all Cards,,,Number,Number Units,97839781
2019-06,Debit Cards,Gross Transactions,ATM Transactions,,,Number,Number Units,12068249
2019-06,Debit Cards,Gross Transactions,POS Transactions,,,Number,Number Units,85771532
2019-06,Credit Cards,Cards in Issue,Total Number of Cards in Issue,,,Number,Number Units,1932401
2019-06,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use,,,Number,Number Units,1578142
2019-06,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use,,,Number,Number Units,354259
2019-06,Credit Cards,Cards in Issue,Total Number of Cards in Issue - Personal Cards,,,Number,Number Units,1733245
2019-06,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use - Personal Cards,,,Number,Number Units,1421447
2019-06,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use - Personal Cards,,,Number,Number Units,311798
2019-06,Credit Cards,Cards in Issue,Total Number of Cards in Issue - Business Cards,,,Number,Number Units,199156
2019-06,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use - Business Cards,,,Number,Number Units,156695
2019-06,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use - Business Cards,,,Number,Number Units,42461
2019-06,Credit Cards,Number of Accounts,Total Number of Accounts,,,Number,Number Units,1445500
2019-06,Credit Cards,Number of Accounts,Total Number of Accounts - One active card on the account,,,Number,Number Units,1056905
2019-06,Credit Cards,Number of Accounts,Total Number of Accounts - One active card on the account,,,Number,Number Units,275440
2019-06,Credit Cards,Gross Transactions,Total Number of Transactions during the Month,,,Number,Number Units,12216474
2019-06,Credit Cards,Gross Transactions,Total Number of Transactions during the Month - Personal Cards,,,Number,Number Units,10600105
2019-06,Credit Cards,Gross Transactions,Total Number of Transactions during the Month - Business Cards,,,Number,Number Units,1616369
